compound,nib,quine,vir,similarity,meansim,nas
AC1NWAPO,NA,0.356,0.5274,-0.3465,0.4417,1
Moxifloxacin,NA,0.3559,0.3694,-0.4178,0.36265000000000003,1
Fenoldopam,NA,0.3556,0.3948,-0.5836,0.3752,1
Strophanthidin,NA,0.355,0.3954,-0.4091,0.3752,1
Procaterol,NA,0.3545,0.3894,-0.3674,0.37195,1
sn-Glycero-3-phosphocholine,NA,0.3536,0.4632,-0.4171,0.4084,1
AC1O52XK,NA,0.3535,0.3274,-0.4454,0.34045000000000003,1
Talnetant,NA,0.3534,0.3336,-0.5877,0.3435,1
BRD-K22663811,NA,0.3527,0.3599,-0.4679,0.3563,1
MLS001060771,NA,0.3494,0.4182,-0.4099,0.38380000000000003,1
"Oxiranecarboxylic acid, 2-[6-(4-chlorophenoxy)hexyl]-, (s)-",NA,0.3489,0.4828,-0.4389,0.41585,1
QX314,NA,0.3464,0.345,-0.5083,0.3457,1
Erismodegib,NA,0.3454,0.3843,-0.5146,0.36485,1
Ivachtin,NA,0.3445,0.3937,-0.4654,0.3691,1
Letermovir,NA,0.344,0.3576,-0.5798,0.3508,1
BRD-K53327986,NA,0.3429,0.3358,-0.4681,0.33935,1
Xaliproden,NA,0.3427,0.5397,-0.4147,0.4412,1
betaescin,NA,0.3417,0.3957,-0.4183,0.36870000000000003,1
Resorcinol Monoacetate,NA,0.3412,0.3678,-0.4215,0.35450000000000004,1
BRD-K84336022,NA,0.3398,0.3239,-0.69,0.33185,1
Linoleamide,NA,0.3392,0.3294,-0.569,0.33430000000000004,1
ST012525,NA,0.3387,0.3498,-0.4319,0.34425,1
N-Formylmethionylalanine,NA,0.3375,0.4743,-0.3938,0.40590000000000004,1
GDC-0834 (Racemate),NA,0.3375,0.3431,-0.5295,0.34030000000000005,1
Thiabendazole,NA,0.3359,0.443,-0.4221,0.38944999999999996,1
Lopinavir,NA,0.3354,1,-0.4758,0.6677,1
Lopinavir,NA,0.3354,1,-0.4758,0.6677,1
YL-57,NA,0.3341,0.3476,-0.7526,0.34085,1
N-Benzylquinazolin-4-amine,NA,0.3335,0.5072,-0.3225,0.42035,1
Carprofen,NA,0.3326,0.4477,-0.5367,0.39015,1
Siguazodan,NA,0.3321,0.3971,-0.6947,0.36460000000000004,1
Dexrazoxane,NA,0.3292,0.3437,-0.4899,0.33645,1
BRD-A74382794,NA,0.3292,0.4571,-0.4209,0.39315,1
BRD-K24894325,NA,0.3283,0.3645,-0.4127,0.3464,1
MLS-0435542.0001,NA,0.3273,0.332,-0.4216,0.32965,1
IN1092,NA,0.327,0.3229,-0.4094,0.32495,1
REGADENOSON,NA,0.3267,0.3395,-0.4431,0.3331,1
CHEMBL2139107,NA,0.3267,0.3397,-0.3243,0.3332,1
AM 251,NA,0.3258,0.343,-0.4819,0.33440000000000003,1
PRESTWICK3_000646,NA,0.3247,0.3536,-0.4153,0.33915,1
BRD-K86372560,NA,0.3246,0.3234,-0.3446,0.324,1
Acetylcysteine,NA,0.3246,0.3981,-0.433,0.36135,1
Meprylcaine,NA,0.3245,0.5252,-0.5754,0.42485,1
