compound,los,nib,quine,vir,similarity,meansim,nas
Propylthiouracil,0.5785,0.3987,0.5674,0.4687,-0.4489,0.503325,0
Pilaralisib,0.5785,0.3554,0.4411,0.4911,-0.3546,0.46652499999999997,0
Acipimox,0.5783,NA,0.4932,0.3436,-0.4871,0.4717,1
CHEMBL2359109,0.5782,NA,0.4878,NA,-0.4405,0.533,2
Cucurbitacin I,0.5781,0.3401,NA,NA,-0.3674,0.45909999999999995,2
Epicatechin Gallate,0.5781,NA,0.6123,NA,-0.5654,0.5952,2
Tyrphostin A9,0.578,0.4122,0.4375,0.3217,-0.3458,0.43735,0
WZ-3105,0.5778,NA,0.4931,NA,-0.4887,0.53545,2
Linoleoylethanolamide,0.5778,0.4734,0.4426,NA,-0.4475,0.49793333333333334,1
Proglumide,0.5777,NA,0.3921,NA,-0.4863,0.4849,2
DY131,0.5776,0.4063,0.3921,NA,-0.4397,0.45866666666666667,1
CHEMBL258148,0.5775,0.4239,0.4292,0.5703,-0.3565,0.500225,0
Pirarubicin,0.5774,NA,0.483,NA,-0.4423,0.5302,2
"(13S)-3-Hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",0.5773,NA,0.4569,0.3699,-0.4078,0.46803333333333336,1
Seocalcitol,0.5772,0.417,0.5131,0.3524,-0.4415,0.46492500000000003,0
Naproxol,0.5772,NA,0.3474,0.3645,-0.4053,0.4297,1
AM-580,0.5772,0.3808,0.6009,0.5309,-0.4368,0.5224500000000001,0
Fedratinib,0.577,0.8425,0.5186,0.5298,-0.3242,0.616975,0
CHEMBL2360348,0.577,NA,0.4082,0.4488,-0.4825,0.478,1
Tenoxicam,0.5769,0.4635,0.4522,0.597,-0.4239,0.5224,0
Infigratinib,0.5769,NA,0.5674,0.457,-0.3479,0.5337666666666667,1
Desoxycorticosterone,0.5767,NA,0.4044,NA,-0.4791,0.49055,2
REV-5901,0.5767,NA,0.3686,0.4564,-0.4117,0.46723333333333333,1
JNJ-38877605,0.5766,0.3428,0.3967,0.5285,-0.3456,0.46115,0
Pregnenolone,0.5765,NA,0.3522,0.489,-0.3811,0.4725666666666667,1
Chlorambucil,0.5764,0.4,0.4711,0.5023,-0.3356,0.48745,0
BRD-K85174275,0.5759,NA,0.4608,0.3229,-0.4311,0.4532,1
GR 159897,0.5759,0.3823,0.5034,0.3467,-0.3301,0.452075,0
MLS000040279,0.5759,0.39,NA,NA,-0.43120000000000003,0.48295,2
MLS003329219,0.5758,NA,0.4764,0.391,-0.4966,0.48106666666666664,1
CGP-12177,0.5757,NA,0.4715,0.3731,-0.4457,0.4734333333333333,1
Tolazamide,0.5756,0.4752,0.5045,0.4152,-0.4249,0.492625,0
Dacinostat,0.5756,0.4139,0.5462,0.4198,-0.41,0.488875,0
Tyrphostin AG-112,0.5755,0.3327,0.5007,0.4573,-0.508,0.46655,0
THZ-2-98-01,0.5753,0.392,0.4453,0.36,-0.3266,0.44315,0
ARTESUNATE,0.5753,NA,0.3637,0.4007,-0.3448,0.44656666666666667,1
Lexibulin,0.5753,0.3537,0.6071,0.4583,-0.3346,0.4986,0
CHEMBL1706858,0.5753,NA,0.372,0.4685,-0.332,0.47193333333333337,1
BRD-K51556300-001-01-9,0.5752,0.4551,0.4066,0.3897,-0.3792,0.45665,0
AC1NWAQV,0.5752,0.4527,0.6083,0.3998,-0.5223,0.509,0
PF-04457845,0.5751,NA,0.4636,0.4725,-0.3384,0.5037333333333334,1
Fluvastatin,0.5749,0.4071,0.3933,NA,-0.5181,0.4584333333333333,1
Ursolic acid,0.5749,0.4991,0.5099,0.4386,-0.4242,0.505625,0
L(-)Sorbose,0.5749,NA,0.3992,0.4723,-0.3869,0.4821333333333333,1
Pramipexole,0.5749,NA,0.4727,0.4321,-0.3919,0.4932333333333333,1
BRD-K24752075,0.5748,NA,0.4406,NA,-0.4957,0.5077,2
SA-1921599,0.5748,0.385,0.3791,0.4134,-0.5017,0.438075,0
IKK Inhibitor VII,0.5748,0.5176,NA,NA,-0.3349,0.5462,2
Remoxipride,0.5747,NA,0.4641,NA,-0.3789,0.5194,2
AT13387,0.5746,NA,0.4514,0.3911,-0.3265,0.47236666666666666,1
vicriviroc,0.5745,NA,0.4936,0.3596,-0.3475,0.4759,1
BRD-K74842589,0.5744,NA,0.3953,NA,-0.5111,0.48485,2
CHEMBL2355430,0.5744,NA,0.4327,NA,-0.4714,0.5035499999999999,2
Rabusertib,0.5742,0.4104,0.4929,0.6099,-0.3295,0.52185,0
JTE 013,0.5742,NA,0.5884,0.3943,-0.5148,0.5189666666666667,1
MLS001116217,0.5741,NA,0.4463,NA,-0.3387,0.5102,2
AC1LDAF7,0.5741,NA,0.4202,0.3239,-0.3316,0.4394,1
GSK-3 Inhibitor IX,0.5739,0.3733,0.4052,0.4293,-0.3224,0.445425,0
RU-24969,0.5738,NA,0.3391,0.4131,-0.4571,0.442,1
BRD-K08461556,0.5737,NA,0.4476,0.4187,-0.4934,0.48,1
BRD-K61764820,0.5734,NA,0.7755,0.3226,-0.4122,0.5571666666666667,1
Nitazoxanide,0.5733,NA,NA,0.3718,-0.3878,0.47255,2
Tyrphostin 1,0.5732,NA,0.6293,0.5029,-0.4201,0.5684666666666667,1
Cefuroxime,0.5732,NA,0.4235,0.3633,-0.5998,0.45333333333333337,1
BRD-K04733502,0.5728,0.61,0.4617,NA,-0.4679,0.5481666666666667,1
MLS003568130,0.5727,0.5151,NA,NA,-0.325,0.5439,2
1-{1-[4-(Morpholine-4-sulfonyl)-phenyl]-piperidin-4-ylmethyl}-3-o-tolyl-urea,0.5727,NA,0.4371,0.3834,-0.4172,0.4644,1
SAN1_000751,0.5726,0.3746,NA,NA,-0.3695,0.4736,2
149759-96-6,0.5723,NA,0.4256,0.3915,-0.4277,0.46313333333333334,1
CHEMBL2357518,0.5723,NA,0.5333,0.3332,-0.4403,0.4796,1
CP466722,0.5722,NA,0.6061,0.4805,-0.3458,0.5529333333333333,1
STK178014,0.5718,0.337,0.5618,0.4057,-0.3479,0.469075,0
CHEMBL168972,0.5718,NA,0.4203,NA,-0.5587,0.49605,2
SR 33805 oxalate,0.5718,0.5129,0.3934,0.347,-0.3286,0.456275,0
CHEMBL2355121,0.5717,NA,0.4944,NA,-0.4157,0.53305,2
MLS002222336,0.5716,NA,0.424,0.5271,-0.3654,0.5075666666666667,1
EMF-SUMO1-39,0.5713,NA,NA,0.3753,-0.3297,0.47330000000000005,2
TRAVOPROST,0.5712,NA,0.3793,0.5388,-0.4274,0.49643333333333334,1
SCHEMBL570779,0.571,NA,0.4138,0.3359,-0.4219,0.4402333333333333,1
Apafant,0.5709,NA,0.4129,0.363,-0.5211,0.4489333333333333,1
BRD-K41429297,0.5709,0.3676,0.4562,NA,-0.455,0.4649,1
C-Fms Inhibitor,0.5708,NA,0.5846,0.443,-0.3509,0.5327999999999999,1
NCGC00170421-01,0.5708,0.3349,NA,NA,-0.3695,0.45285,2
Gliquidone,0.5707,NA,0.5233,0.4598,-0.5377,0.5179333333333334,1
AGK 2,0.5706,NA,0.5068,0.4872,-0.4132,0.5215333333333334,1
Nobiletin,0.5705,NA,0.3294,0.3254,-0.4035,0.40843333333333337,1
Rotundine,0.5705,NA,0.4429,0.452,-0.3619,0.48846666666666666,1
TPCA-1,0.5704,0.3334,0.5178,0.5871,-0.322,0.502175,0
sarmentogenin,0.5702,NA,0.3325,0.3548,-0.4246,0.4191666666666667,1
dactinomycin,0.5701,NA,0.5399,NA,-0.4428,0.555,2
Rilmenidine,0.5701,NA,0.5059,0.3738,-0.4221,0.4832666666666667,1
YM 201636,0.5699,0.5741,0.4363,0.4804,-0.3385,0.515175,0
Roquinimex,0.5698,NA,0.3955,0.4008,-0.3796,0.45536666666666664,1
SCHEMBL2557158,0.5697,0.5731,0.4423,NA,-0.3276,0.5283666666666667,1
TGX-115,0.5696,0.4328,0.6618,0.3938,-0.3298,0.5145,0
Chaetocin,0.5696,0.5626,0.4999,0.557,-0.3566,0.547275,0
Amlodipine,0.5695,0.5493,0.4028,0.5752,-0.3657,0.5242,0
CID 75577922,0.5695,0.3524,NA,NA,-0.4582,0.46094999999999997,2
PENICILLIN V POTASSIUM,0.5695,NA,0.3956,0.3558,-0.339,0.4403,1
201038-74-6,0.5694,NA,0.5977,NA,-0.4305,0.58355,2
Blebbistatin,0.5691,NA,0.3741,NA,-0.4393,0.4716,2
VE-821,0.569,NA,0.4334,0.4363,-0.4962,0.47956666666666664,1
ENMD-2076,0.5688,0.4176,0.3903,0.4472,-0.3354,0.455975,0
CHEMBL214378,0.5683,NA,0.415,0.3369,-0.4226,0.44006666666666666,1
"(R,S)-Indatraline",0.5682,0.5276,0.3616,0.4238,-0.4593,0.4703,0
BRD-K28431278,0.5681,NA,0.4274,0.4819,-0.3215,0.49246666666666666,1
ChEBI91594,0.5681,0.324,NA,0.3488,-0.4226,0.41363333333333335,1
1166227-08-2,0.568,NA,0.4261,0.6482,-0.3463,0.5474333333333333,1
KUC103882,0.5678,NA,0.415,0.4112,-0.4982,0.4646666666666667,1
SB-366791,0.5678,NA,0.4845,NA,-0.5246,0.52615,2
MEGXM0_000149,0.5677,0.3249,NA,0.3749,-0.4223,0.4225,1
BRD-K65536202,0.5676,NA,0.3895,NA,-0.3528,0.47855000000000003,2
Calmidazolium,0.5676,0.4616,0.3972,NA,-0.5434,0.47546666666666665,1
Vitinoin,0.5675,0.4251,0.4615,0.3313,-0.4796,0.44635,0
Benactyzine,0.5673,NA,0.363,NA,-0.4161,0.46515,2
Afuresertib,0.5673,0.3623,0.5019,0.4433,-0.4102,0.4687,0
"Betamethasone 17,21-dipropionate",0.5671,NA,0.3903,NA,-0.3519,0.4787,2
CHEMBL566899,0.5669,0.3427,NA,NA,-0.4117,0.4548,2
C23H24CLN3O5,0.5669,NA,0.4564,0.3396,-0.3263,0.4543,1
Aliskiren,0.5668,NA,0.468,0.3689,-0.4695,0.4679,1
Epitiostanol,0.5668,NA,NA,0.5719,-0.4057,0.56935,2
301836-43-1,0.5668,NA,0.426,0.5361,-0.4187,0.5096333333333334,1
Papaverine,0.5665,0.3384,0.5189,0.4662,-0.4094,0.47250000000000003,0
PF 543,0.5665,0.5466,0.365,NA,-0.7162,0.49269999999999997,1
Diflunisal,0.5665,NA,0.4612,0.4292,-0.332,0.48563333333333336,1
BRD-K80786583-001-01-5,0.5664,0.3994,NA,NA,-0.3232,0.4829,2
Emapunil,0.5664,NA,0.3681,NA,-0.4386,0.46725,2
GW620972X,0.5664,0.397,0.5411,0.492,-0.3248,0.49912500000000004,0
PIK-93,0.5663,0.3336,0.4737,0.5096,-0.3344,0.4708,0
CHEMBL2136735,0.5663,0.584,0.5178,0.6619,-0.4204,0.5825,0
TGX 221,0.5662,NA,0.4792,0.493,-0.4099,0.5128,1
CHEMBL2356844,0.566,0.4074,NA,NA,-0.3898,0.48669999999999997,2
ST056792,0.566,0.3248,NA,0.3648,-0.3255,0.4185333333333333,1
ascorbic-acid,0.5659,NA,NA,0.4766,-0.3398,0.52125,2
BRD-K70880645,0.5658,NA,0.4848,0.3717,-0.6158,0.47409999999999997,1
MLS002264363,0.5658,0.3717,0.4671,0.3478,-0.433,0.4381,0
STK661558,0.5657,NA,0.529,NA,-0.4948,0.54735,2
BRD-K83631404,0.5655,0.4663,NA,NA,-0.3514,0.5159,2
MLS002473458,0.5655,NA,0.457,0.3649,-0.3433,0.4624666666666667,1
DG-041,0.5653,NA,NA,0.372,-0.3693,0.46865,2
BRD-K63874400,0.565,0.3587,0.3754,0.3231,-0.4329,0.40554999999999997,0
BRD-K74133369-001-01-8,0.5648,0.3268,0.3784,0.4033,-0.3307,0.418325,0
Metoclopramide,0.5643,0.3671,NA,0.3826,-0.3962,0.438,1
BRD-K45842176,0.5643,NA,0.4876,NA,-0.3839,0.52595,2
Piceatannol,0.5643,0.4138,0.4285,0.4517,-0.3445,0.464575,0
2-Methoxyestradiol,0.5642,NA,NA,0.3315,-0.4262,0.44785,2
FK 866,0.5638,0.5072,0.4053,0.446,-0.4211,0.480575,0
CHEMBL566283,0.5638,NA,0.3868,0.3346,-0.3587,0.4284,1
Azelastine,0.5636,0.4891,0.525,0.5043,-0.3655,0.5205,0
Dronedarone HCl,0.5633,0.5966,0.3855,0.3647,-0.4235,0.47752500000000003,0
Capsaicin,0.5632,0.36,0.4581,0.4252,-0.3301,0.451625,0
SA-1938820,0.5632,NA,0.4295,NA,-0.4332,0.49635,2
Arachidonyl Trifluoromethylketone,0.563,0.4169,0.5068,NA,-0.3312,0.49556666666666666,1
PF750,0.563,0.4074,0.5242,0.5045,-0.3318,0.49977499999999997,0
RO-281675,0.5629,0.3362,0.5591,0.4262,-0.3527,0.4711,0
Nafadotride,0.5628,NA,0.6329,0.3699,-0.3353,0.5218666666666667,1
Austricin,0.5628,NA,0.4883,NA,-0.4819,0.52555,2
Tadalafil,0.5627,NA,0.6198,0.4644,-0.4426,0.5489666666666666,1
Mefexamide,0.5624,0.3674,0.6153,0.4961,-0.4828,0.5103,0
BRD-K73439593,0.5622,NA,0.402,NA,-0.5298,0.48210000000000003,2
BRD-K41889859,0.5622,NA,0.4668,0.3624,-0.4211,0.4638,1
SCHEMBL1670775,0.5621,NA,0.4849,NA,-0.5769,0.5235000000000001,2
SB239063,0.562,NA,0.4635,0.5336,-0.3222,0.5197,1
Cytochalasin B,0.5619,0.5161,0.4276,0.5147,-0.3336,0.5050749999999999,0
BRD-K43226598,0.5619,0.4119,NA,NA,-0.3754,0.4869,2
ML7,0.5618,0.4217,0.3613,NA,-0.4507,0.44826666666666665,1
NSC141540,0.5617,NA,NA,0.3369,-0.3228,0.4493,2
Apremilast (CC-10004),0.5617,NA,0.6666,0.6552,-0.4091,0.6278333333333334,1
ZK-93423,0.5614,0.3485,0.376,0.3641,-0.3408,0.4125,0
STK383264,0.5614,NA,0.3965,NA,-0.4105,0.47895,2
BRD-U88878891,0.5614,0.5052,0.4826,0.5029,-0.41,0.513025,0
Brivanib,0.5613,0.4051,0.4552,0.4044,-0.5235,0.4565,0
BIX01294,0.5612,0.4975,0.5569,0.5192,-0.4309,0.5337,0
BRD-K43782840,0.5612,NA,0.4481,0.4483,-0.5336,0.48586666666666667,1
SMP2_000249,0.5611,0.346,0.4195,NA,-0.4088,0.4422,1
RHC80267,0.561,NA,0.4281,0.4129,-0.4905,0.4673333333333333,1
PSI-6130,0.561,NA,0.5141,0.3459,-0.4137,0.4736666666666667,1
Mosapride,0.5609,0.3413,0.4595,NA,-0.3339,0.45389999999999997,1
BRD-K95545045,0.5609,NA,0.3622,0.3476,-0.4099,0.42356666666666665,1
Capsazepine,0.5608,NA,NA,0.4006,-0.3398,0.4807,2
SB225002,0.5606,0.3545,0.5853,0.3973,-0.4096,0.474425,0
BMY-7378,0.5605,NA,0.4749,NA,-0.4092,0.5177,2
CHEMBL2362360,0.5604,0.451,0.4909,NA,-0.4953,0.5007666666666667,1
C21H27N7O3,0.5602,0.4701,0.6196,0.4888,-0.3268,0.534675,0
TCB2,0.5601,NA,0.4074,0.4538,-0.4313,0.47376666666666667,1
SPECTRUM_001092,0.56,NA,0.5388,0.3588,-0.4356,0.48586666666666667,1
Midodrine,0.5598,NA,0.4355,0.3431,-0.4822,0.4461333333333333,1
CID 75060947,0.5596,NA,0.3643,0.352,-0.3428,0.4253,1
Cerulenin,0.5595,0.4379,NA,0.436,-0.342,0.4778,1
KW-2478,0.5595,NA,0.4365,0.3895,-0.3264,0.4618333333333333,1
Tofacitinib (CP-690550) Citrate,0.5594,NA,0.3944,0.3323,-0.4111,0.42869999999999997,1
FPL-55712,0.559,NA,0.4763,0.4178,-0.5125,0.48436666666666667,1
SCHEMBL10195776,0.559,0.336,0.46,0.324,-0.4598,0.41975,0
Fipronil,0.5589,NA,0.5374,0.4455,-0.4111,0.5139333333333334,1
"AKT Inhibitor V, Triciribine",0.5588,NA,0.5114,0.3264,-0.3566,0.4655333333333333,1
Lamotrigine,0.5584,NA,0.5296,0.4523,-0.4532,0.5134333333333333,1
Metformin,0.5583,NA,0.3791,0.5074,-0.3636,0.4816,1
C19H19FN4O3,0.5583,0.3288,0.5265,0.4734,-0.368,0.47175,0
MLS003448145,0.5582,0.4368,0.4898,0.4274,-0.4101,0.47805000000000003,0
GSK256066,0.5582,NA,0.4008,0.4075,-0.4249,0.4555,1
Gemfibrozil,0.5582,NA,0.4508,0.3412,-0.4646,0.45006666666666667,1
BRD-K51810646,0.5581,NA,0.395,NA,-0.5759,0.47655000000000003,2
BRD-K43952716,0.5579,NA,NA,0.3265,-0.4552,0.4422,2
CB7950998,0.5579,NA,0.4692,NA,-0.4579,0.51355,2
Aloisine,0.5578,NA,0.4106,0.3677,-0.3941,0.4453666666666667,1
BIBR-1532,0.5576,0.3889,0.4983,0.3356,-0.3304,0.4451,0
BRD-K59488055,0.5575,0.3805,0.4452,NA,-0.4252,0.4610666666666667,1
Etoposide,0.5575,NA,NA,0.37,-0.3612,0.46375,2
BRD-K76915833,0.5574,NA,0.6142,0.471,-0.5289,0.5475333333333333,1
Moxonidine,0.5571,0.5204,0.3316,NA,-0.3261,0.4697,1
Phenazopyridine,0.5571,NA,0.4189,0.4344,-0.3405,0.47013333333333335,1
CID 91122153,0.557,NA,0.5736,NA,-0.4244,0.5653,2
Mecamylamine,0.557,NA,0.3457,NA,-0.3476,0.45135000000000003,2
Hemado,0.5569,NA,0.5542,0.3501,-0.4106,0.48706666666666665,1
Gibberellin A3,0.5567,NA,0.7135,0.6034,-0.4412,0.6245333333333334,1
SCHEMBL17378613,0.5565,0.5487,0.4905,0.3919,-0.3945,0.4969,0
Exemestane,0.5562,0.4377,NA,NA,-0.3353,0.49695,2
Ipatasertib,0.5559,0.332,0.4374,0.474,-0.475,0.449825,0
MLS001116189,0.5558,NA,0.4179,NA,-0.4252,0.48685,2
Olmesartan Medoxomil,0.5558,0.3244,0.4893,0.3879,-0.4697,0.43935,0
GSK-3 Inhibitor II,0.5556,0.3556,0.435,0.3524,-0.3958,0.42464999999999997,0
Oxibendazole,0.5556,0.33,0.3806,0.3451,-0.4125,0.402825,0
MY 5445,0.5556,NA,NA,0.4069,-0.4256,0.48124999999999996,2
1991-52-2,0.5556,NA,0.4789,0.3533,-0.5239,0.4626,1
AZD1208,0.5555,NA,0.457,0.4716,-0.4648,0.49470000000000003,1
Htfmt,0.5554,NA,0.4772,0.3618,-0.3779,0.4648,1
Seneciphylline,0.5553,NA,0.4847,0.4597,-0.4972,0.4999,1
CHEMBL2359857,0.5553,0.3584,0.4588,NA,-0.5671,0.4575,1
BRD-K36796217,0.5552,NA,0.4596,0.3511,-0.441,0.45530000000000004,1
Regorafenib,0.5552,NA,0.5179,0.3935,-0.3271,0.48886666666666667,1
Roflumilast,0.5552,NA,0.4178,0.3886,-0.4732,0.4538666666666667,1
AZD-2014,0.5552,NA,0.5205,0.5536,-0.3664,0.5431,1
BRD-K08121566,0.5552,0.4629,NA,NA,-0.3681,0.50905,2
CHEMBL1513361,0.5551,NA,NA,0.5314,-0.4369,0.54325,2
Quizartinib,0.5551,0.4838,0.6689,0.5241,-0.4031,0.557975,0
Glyburide,0.555,NA,0.4861,0.4045,-0.4,0.48186666666666667,1
BRD-K98004941,0.5549,0.414,0.457,NA,-0.4571,0.4753,1
BRD-A41986761,0.5547,0.3954,0.3706,0.3877,-0.3289,0.4271,0
Pevonedistat,0.5545,NA,0.3802,0.6059,-0.3212,0.5135333333333333,1
COT Inhibitor-2,0.5544,0.5775,0.4768,0.4501,-0.331,0.5147,0
etoposide,0.5543,0.3719,0.4474,0.4082,-0.3226,0.44545,0
BRD-K88114920,0.5542,NA,0.3953,NA,-0.4812,0.47475,2
Anamorelin,0.5541,0.5206,0.381,NA,-0.4452,0.48523333333333335,1
Cetirizine,0.5539,NA,0.4181,0.3225,-0.4533,0.4315,1
CEP-37440,0.5538,0.4552,0.4268,0.3789,-0.3287,0.453675,0
LY2784544,0.5537,NA,NA,0.5002,-0.3654,0.52695,2
Dipropyldopamine,0.5537,NA,0.5838,0.3924,-0.4241,0.5099666666666667,1
BRD-K90734182,0.5536,NA,0.3996,NA,-0.4599,0.4766,2
Artesunate,0.5536,NA,0.4376,0.382,-0.3623,0.4577333333333333,1
SA-96805,0.5536,NA,0.3415,0.3214,-0.5088,0.4055,1
Thenoyl Trifluoroacetone,0.5536,NA,0.54,0.3956,-0.367,0.4964,1
ST072947,0.5536,NA,0.3943,NA,-0.4111,0.47395,2
Alvimopan (monohydrate),0.5535,NA,0.5623,0.6078,-0.4099,0.5745333333333333,1
MLS002703110,0.5534,NA,0.4933,NA,-0.4273,0.52335,2
Ketanserin,0.5533,NA,NA,0.3586,-0.4678,0.45594999999999997,2
Fcodpguefhccia-Uhfffaoysa-N,0.5532,NA,NA,0.3431,-0.4446,0.44815000000000005,2
Medroxyprogesterone,0.5531,0.4028,0.5342,NA,-0.36870000000000003,0.49670000000000003,1
ASC-J9,0.553,NA,0.5094,0.3229,-0.3252,0.46176666666666666,1
Doxazosin,0.5528,0.3579,0.3957,0.4022,-0.4393,0.42715,0
altrenogest,0.5527,0.3401,NA,0.3277,-0.6201,0.4068333333333333,1
Acivicin,0.5526,NA,0.3643,0.3388,-0.3439,0.41856666666666664,1
Pizotyline,0.5525,0.3961,NA,0.3658,-0.415,0.4381333333333333,1
CHEMBL552425,0.5525,NA,0.4939,0.6964,-0.3727,0.5809333333333333,1
SAR245409,0.5524,0.3397,0.538,0.4655,-0.33,0.4739,0
BRD-K31856043,0.5522,0.3987,0.3928,NA,-0.5178,0.4479,1
CVF-SUMO-14,0.5522,0.3425,0.3887,NA,-0.3249,0.4278,1
MLS003271342,0.5518,NA,0.3937,0.4037,-0.409,0.4497333333333333,1
Suloctidil,0.5518,0.4791,0.4629,0.3783,-0.3394,0.468025,0
KN93,0.5516,0.6344,0.4801,NA,-0.3262,0.5553666666666667,1
Brefeldin A,0.5516,0.3299,0.6009,0.5027,-0.3444,0.496275,0
Elesclomol,0.5515,0.4626,0.5655,0.4568,-0.5984,0.5091,0
Calcipotriene,0.5514,NA,NA,0.34,-0.329,0.4457,2
Mesoridazine,0.5513,0.3801,0.81,0.4065,-0.4105,0.536975,0
U0126,0.5512,0.3217,NA,NA,-0.4634,0.43645,2
Cinnarizine,0.5512,NA,0.5707,0.4511,-0.4392,0.5243333333333333,1
"Triazolothiadiazine, 36",0.5512,NA,0.6648,0.3948,-0.491,0.5369333333333333,1
Acifran,0.551,NA,0.4848,0.3479,-0.7229,0.46123333333333333,1
CHEMBL3186447,0.5508,0.4669,0.4097,0.323,-0.4254,0.4376,0
Dioxybenzone,0.5506,NA,0.3739,0.3652,-0.5374,0.4299,1
Norethynodrel,0.5506,0.3957,0.3528,0.3548,-0.5317,0.413475,0
MLS002264410,0.5502,NA,0.381,0.321,-0.3992,0.4174,1
CHEMBL1270312,0.55,NA,0.5717,0.3261,-0.4422,0.48260000000000003,1
CHEMBL2356523,0.55,NA,0.3935,0.5153,-0.5342,0.4862666666666667,1
ON-01910,0.54990000000000006,NA,0.3657,0.3523,-0.4288,0.42263333333333336,1
CHEMBL2140189,0.54990000000000006,0.3302,0.4134,NA,-0.4114,0.4311666666666667,1
Tubocurarine,0.5498,NA,0.4868,0.4624,-0.4308,0.49966666666666665,1
Promazine,0.5498,0.6802,0.387,0.5229,-0.3391,0.534975,0
BMS-794833,0.5496,NA,NA,0.3493,-0.4876,0.44945,2
6-(4-Hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid,0.5496,0.3873,0.4222,0.3867,-0.3305,0.43645,0
Obatoclax,0.5492,0.3625,NA,0.3416,-0.3885,0.4177666666666667,1
Gamolenic acid,0.549,NA,0.4882,0.4415,-0.4277,0.4929,1
Tebuthiuron,0.5489,NA,0.4364,0.3304,-0.4204,0.4385666666666667,1
NONOXYNOL 9,0.5487,NA,0.4063,NA,-0.3551,0.4775,2
L 168049,0.5487,NA,0.5652,0.366,-0.3323,0.4933,1
Pimavanserin,0.5486,0.5847,NA,0.4314,-0.4566,0.5215666666666666,1
BRD-K08663380,0.5485,0.4137,NA,NA,-0.5648,0.48109999999999997,2
BRD-K32857328,0.5484,NA,0.5873,0.3291,-0.4284,0.4882666666666667,1
761437-28-9,0.5484,0.3401,0.4957,0.522,-0.3365,0.47655000000000003,0
SMR001318079,0.5483,NA,0.4688,0.4943,-0.4045,0.5038,1
"Triazolothiadiazine, 29",0.5482,0.3747,0.4343,NA,-0.4096,0.4524,1
BRD-K76418961,0.5477,0.3434,NA,NA,-0.4402,0.44555,2
Halcinonide,0.5474,NA,0.4515,NA,-0.4213,0.49945,2
TP14,0.5472,NA,0.4524,NA,-0.5022,0.4998,2
SCHEMBL17783896,0.5469,NA,0.4831,0.4011,-0.4424,0.47703333333333336,1
3R14S-Ochratoxin a,0.5469,NA,0.3682,NA,-0.4576,0.45755,2
PAC-1,0.5468,0.3702,0.3872,0.3919,-0.3252,0.424025,0
CHEMBL1406616,0.5468,0.3824,0.4162,NA,-0.3218,0.4484666666666667,1
Mibefradil,0.5468,0.6603,0.3828,0.4546,-0.3619,0.5111249999999999,0
Sildenafil,0.5468,0.382,0.4024,0.4992,-0.4177,0.4576,0
MLS003129380,0.5468,NA,0.5041,0.4623,-0.4776,0.5044,1
Darinaparsin,0.5468,NA,0.3656,0.4068,-0.4232,0.4397333333333333,1
BRD-K15524596,0.5466,0.3641,0.5786,0.3767,-0.3523,0.46649999999999997,0
"3,7-Bis(dimethylamino)phenothiazin-5-ium",0.5465,0.3315,0.5497,0.4246,-0.3548,0.463075,0
SA-1458163,0.5465,0.4444,0.3704,NA,-0.3406,0.45376666666666665,1
Broad-Sai-595,0.5464,NA,0.5392,0.4685,-0.4383,0.5180333333333333,1
Isomammeisin,0.5462,NA,NA,0.3782,-0.3422,0.4622,2
Bosutinib,0.546,0.5337,0.5439,0.4238,-0.3331,0.51185,0
ML239,0.546,0.3378,0.4644,0.4665,-0.3791,0.453675,0
citiolone,0.546,NA,0.4138,NA,-0.8254,0.4799,2
1-(4-Bromophenyl)-3-morpholin-4-yl-2-phenylpropan-1-one,0.5458,NA,0.4473,NA,-0.3839,0.49654999999999994,2
SCHEMBL10583556,0.5457,NA,0.5949,0.4633,-0.4645,0.5346333333333333,1
BRD-K42573370-001-01-1,0.5456,NA,0.3809,0.3676,-0.5975,0.4313666666666667,1
CHEMBL2141330,0.5455,0.5299,0.392,0.3542,-0.3238,0.4554,0
BRD-K36462169,0.5455,NA,0.3891,0.333,-0.4098,0.4225333333333333,1
AC1NWAOX,0.5451,0.3927,0.5275,0.3994,-0.3488,0.466175,0
AC1OA39F,0.5449,0.3669,0.4702,0.388,-0.4105,0.4425,0
Vitamin B12,0.5448,NA,0.596,0.4402,-0.5677,0.5269999999999999,1
SA-89735,0.5448,NA,0.3565,NA,-0.5651,0.45065,2
BRD-K31310964,0.5447,NA,0.3642,NA,-0.4821,0.45445,2
MLS-0435432.0001,0.5446,NA,0.4137,NA,-0.3577,0.47914999999999996,2
BRD-K43776433,0.5446,NA,0.3827,NA,-0.3768,0.46365,2
MLS002607805,0.5445,0.5634,0.4025,0.4042,-0.4344,0.47865,0
CHEMBL1673039,0.5445,0.5504,0.4922,0.5651,-0.3254,0.53805,0
"D,L Carbidopa",0.5443,NA,0.4098,NA,-0.4248,0.47705,2
CEFEPIME HYDROCHLORIDE,0.5442,0.3622,0.4369,0.5694,-0.5773,0.478175,0
Azathioprine,0.5442,0.4259,0.4863,NA,-0.5641,0.48546666666666666,1
Medrysone,0.5441,0.3893,0.3994,0.3895,-0.4906,0.430575,0
Quiflapon,0.544,0.3519,0.4166,0.3649,-0.3572,0.41935,0
