compound,similarity,fda_status,threshold,disease,file
Topiroxostat,-0.6057,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
"24(S),25-epoxycholesterol",-0.6057,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SCHEMBL165045,-0.6057,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K68765796-001-01-8,-0.6057,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Neurodazine,-0.6056,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K95047072,-0.6056,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SPOX1_000823,-0.6056,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS002264443,-0.6056,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
PK04_130213,-0.6055,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
3-(4-Pyridyl)indole,-0.6055,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Practolol,-0.6054,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K33994902,-0.6052,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
pancuronium,-0.6051,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS003079543,-0.6051,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
JNK-IN-2,-0.6051,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS003128877,-0.6051,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
OTSSP167,-0.605,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
DHPC9-T_000028,-0.605,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Etofenamate,-0.605,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SPBIO_002561,-0.605,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
ST50998710,-0.6049,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
NVP-BHG712,-0.6049,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
GDC-0980 (RG7422),-0.6049,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Tenofovir,-0.6048,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Zidovudine,-0.6048,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K86618560,-0.6047,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Enoxolone,-0.6047,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
QX314,-0.6047,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Nimesulide,-0.6046,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K73843002,-0.6046,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
ZM 306416,-0.6046,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
NU-7026,-0.6046,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
VX-745,-0.6046,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K14328427,-0.6045,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Carmofur,-0.6045,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
WH-4-025,-0.6045,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K01595245,-0.6044,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Semaxanib,-0.6044,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Tasisulam,-0.6043,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AT-9283,-0.6043,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Naloxone(-),-0.6043,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Minoxidil,-0.6042,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Citiolone,-0.6041,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Tigecycline,-0.6041,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K39766484,-0.604,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Bumetanide,-0.604,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
NORGESTREL,-0.604,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Cantharidin,-0.604,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-A08658758,-0.6039,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Diphenylpyraline,-0.6039,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Tripelennamine,-0.6039,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Loperamide,-0.6038,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Ciglitazone,-0.6038,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS-0002494.0001,-0.6038,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
ZINC6718453,-0.6038,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K66947316,-0.6038,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AC480 (BMS-599626),-0.6038,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Nebivolol,-0.6038,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Nicardipine,-0.6038,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
R-N-Propylnorapomorphine,-0.6038,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Sappanone A Trimethyl Ether,-0.6038,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Prostoglandin A1,-0.6038,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
ML181,-0.6038,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K01981286,-0.6037,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
YL-59,-0.6037,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K56215828,-0.6036,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K43862194,-0.6036,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SMR000651449,-0.6036,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-M49151292,-0.6036,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K06163572,-0.6035,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Trimidox,-0.6035,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K66340791,-0.6034,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K74046820,-0.6034,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Pimasertib,-0.6034,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Safinamide Mesylate,-0.6033,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Lomeguatrib,-0.6033,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AC55649,-0.6033,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
A-443654,-0.6033,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Tebuthiuron,-0.6032,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K85797809,-0.6032,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K06574200,-0.6032,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Diclofenac,-0.6032,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
TG 100801,-0.6032,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Semagacestat (LY450139),-0.6032,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Acetyl-Geranyl-Cysteine,-0.6031,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Corvasal,-0.6031,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Bongkrekic acid,-0.603,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL2138246,-0.603,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Terbinafine,-0.603,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K64622657,-0.603,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS000766281,-0.603,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Fenobam,-0.6029,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
2-[(2-Bromobenzyl)oxy]benzoic acid,-0.6028,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AZD7545,-0.6028,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL1515144,-0.6028,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Fasudil,-0.6028,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Lonidamine,-0.6028,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL214378,-0.6027,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Marmesin,-0.6027,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SCHEMBL2556868,-0.6027,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BMS-299897,-0.6027,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K39289507,-0.6026,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
PIK 75,-0.6026,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K57552506,-0.6026,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
phylloquinone,-0.6026,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Mestranol,-0.6026,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SPBIO_000926,-0.6026,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Beta-Narcotine,-0.6025,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SKF96365,-0.6025,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Bethanechol,-0.6024,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Bromopyruvate,-0.6023,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SA-1455938,-0.6023,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Proscillaridin-A,-0.6023,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Sulfacetamide,-0.6023,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",-0.6023,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SCHEMBL15444220,-0.6022,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SKF-77434,-0.6022,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS003130365,-0.6022,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRL-37344,-0.6022,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K05353139,-0.6021,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K78961368,-0.6021,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AZD-8330,-0.6021,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Tyrphostin AG 527,-0.6021,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Valsartan,-0.6021,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Mefexamide,-0.9805,fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
NCGC00167821-01,-0.9766,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
N-[(4-Fluoro-3-methylphenyl)sulfonyl]glycine,-0.9732,fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K34786682,-0.9728,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K45929778,-0.9681,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
2-Hydroxysaclofen,-0.9672,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
Indoprofen,-0.9651,fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K94694331,-0.96,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K45442578,-0.9598,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K36754064,-0.9576,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
AC1MK2WO,-0.9542,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K68323967,-0.9537,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
131780-47-7,-0.9537,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K95631838,-0.9535,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K66413861,-0.9527,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K04985042,-0.9524,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
Entecavir,-0.9519,fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K55341496,-0.9493,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BD-1047,-0.9483,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
MRS 1220,-0.9463,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K16479870,-0.9449,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
MLS000717682,-0.944,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
CHEMBL2358923,-0.9429,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
"6,10,10B-Trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate",-0.9424,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
869288-64-2,-0.942,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
STK661558,-0.9414,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
GP 2A,-0.9412,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K05448102,-0.9409,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
MLS001065846,-0.9397,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K26924060,-0.9391,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K14487375,-0.9387,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K54127914,-0.9381,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
Tetraidofluorescein,-0.9369,fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K48306626,-0.9343,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K16625384,-0.9338,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
PF 3845,-0.9321,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K50845321,-0.9321,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
Tyrphostin AG-494,-0.9313,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
CHEMBL1700271,-0.9312,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K35915475,-0.9308,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K86078446,-0.9307,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
NCGC00025073-01,-0.9284,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
"2-Phenylethyl 3-(3,4-dihydroxyphenyl)prop-2-enoate",-0.9282,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
ML213,-0.9276,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
MLS003129330,-0.927,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K76485827,-0.9266,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
KW-06,-0.9265,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
844499-71-4,-0.9263,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K88925856,-0.9262,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K40906026,-0.9258,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K31462841,-0.9252,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
CTK8H3236,-0.9247,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
Pimobendan,-0.9236,fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
CHEMBL2136621,-0.9236,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
MLS003129426,-0.9219,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
EMF-SUMO1-39,-0.921,fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
MAYBRIDGE4_003236,-0.9198,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K53943507,-0.9196,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
MLS002264388,-0.9194,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K19593188,-0.9191,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
NSC643180,-0.9187,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K45230579,-0.9185,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
MLS004342420,-0.9185,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
AC1MG5VA,-0.9184,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K87536251,-0.9181,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K04695623,-0.9177,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
BRD-K12981857,-0.9174,non_fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
MW-A1-14,-0.9172,fda,0.85,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.85-consensus.tsv
